zone_id,DISTRICT,SD,county_id,TOTHH,TOTPOP,TOTACRE,RESACRE,CIACRE,TOTEMP,AGE0519,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL
659,13,13,3,986,3073,261.0,134.0,76.0,906,710,131,102,464,104,0,105,0.0,0.0,4,0.0,0.0,0.0,3,1.33389
660,13,13,3,979,3322,722.0,317.0,248.0,7721,838,264,2066,1592,1317,7,2475,0.0,0.0,4,0.0,0.0,0.0,3,1.58501
661,13,13,3,4423,13791,993.0,648.75568,311.0,3199,3167,164,1168,1063,645,0,159,0.0,0.0,2,0.0,0.0,0.0,3,1.28724
662,13,13,3,1338,4338,371.0,328.0,16.0,522,1014,70,85,187,163,0,17,0.0,0.0,4,0.0,0.0,0.0,2,1.17909
663,13,13,3,930,2999,317.0,265.0,52.0,477,765,52,97,217,82,0,29,0.0,0.0,4,2818.60498,0.0,0.0,3,1.12446
664,13,13,3,2741,8186,411.0,350.0,40.0,780,1935,114,157,97,390,0,22,0.0,0.0,4,0.0,0.0,0.0,3,1.34369
665,13,13,3,2175,6735,520.0,406.0,40.0,1114,1478,399,274,303,114,0,24,0.0,0.0,4,0.0,0.0,0.0,3,1.26394
666,13,13,3,1639,5100,248.0,213.0,32.0,507,1024,30,334,35,88,3,17,0.0,0.0,4,0.0,0.0,0.0,3,1.34369
667,13,13,3,1858,5511,236.0,156.0,75.0,506,1323,92,61,278,66,0,9,0.0,0.0,4,3397.41528,0.0,0.0,3,1.4011
668,13,13,3,1932,5943,400.0,332.0,38.0,613,1272,93,115,337,48,0,20,0.0,0.0,4,0.0,0.0,0.0,3,1.24434
669,13,13,3,2297,8936,406.0,297.0,68.0,1253,2479,565,147,331,182,1,27,0.0,0.0,4,0.0,0.0,0.0,3,1.46517
670,13,13,3,2063,7738,577.0,500.0,37.23828,950,1963,95,87,464,279,1,24,0.0,0.0,4,1249.13647,0.0,0.0,1,1.22065
671,13,13,3,2425,6583,250.0,221.0,4.0,639,1067,195,123,192,113,0,16,0.0,0.0,4,0.0,0.0,0.0,3,1.5217200000000002
672,13,13,3,1449,4572,255.0,241.0,7.0,303,974,72,49,127,40,0,15,0.0,0.0,4,0.0,0.0,0.0,3,1.26642
673,13,13,3,1461,4185,488.0,207.0,24.0,529,882,119,79,238,67,0,26,0.0,0.0,4,0.0,0.0,0.0,3,1.30681
674,13,13,3,1759,5511,513.0,431.0,53.0,1256,1265,243,168,362,165,0,318,0.0,0.0,4,0.0,0.0,0.0,3,1.20433
675,13,13,3,1640,5320,385.0,349.0,35.0,1208,1158,142,287,413,253,3,110,0.0,0.0,4,0.0,0.0,0.0,3,1.27035
676,13,13,3,3172,8460,605.0,403.0,114.0,3244,1672,856,463,1072,720,2,131,0.0,0.0,4,0.0,0.0,0.0,3,1.44776
677,13,13,3,1589,4263,438.0,161.65837,154.0,4990,880,1636,815,1752,454,2,331,0.0,0.0,3,0.0,0.0,0.0,3,1.80793
678,13,13,3,853,2817,353.0,210.0,53.0,390,587,41,50,235,51,0,13,0.0,0.0,4,1553.38965,0.0,0.0,3,1.14499
679,13,13,3,1709,4868,380.0,224.0,84.57474,736,1025,319,140,173,85,0,19,0.0,0.0,3,0.0,0.0,0.0,3,1.27069
680,13,13,3,2083,6554,593.0,469.0,61.0,1212,1454,355,165,242,358,0,92,0.0,0.0,4,0.0,0.0,0.0,3,1.20792
681,13,13,3,1254,3482,328.0,274.0,54.0,900,603,149,192,394,131,8,26,0.0,0.0,4,0.0,0.0,0.0,3,1.19749
682,13,13,3,1734,5048,484.0,423.0,51.0,1270,1069,204,306,237,405,3,115,0.0,0.0,4,0.0,0.0,0.0,3,1.1953
683,13,13,3,1266,3796,309.0,287.0,21.0,465,733,218,86,101,52,0,8,0.0,0.0,4,0.0,0.0,0.0,3,1.17386
684,13,13,3,2298,6565,518.0,434.0,61.0,1027,1329,221,152,382,238,6,28,0.0,0.0,4,743.30103,0.0,0.0,3,1.21422
685,13,13,3,1594,4500,389.0,290.0,73.0,809,1003,78,196,375,134,11,15,0.0,0.0,4,0.0,0.0,0.0,3,1.20595
686,13,13,3,1946,5023,333.0,238.0,69.0,1107,920,269,278,432,113,3,12,0.0,0.0,4,0.0,0.0,0.0,3,1.33316
687,13,13,3,1415,3572,309.0,223.0,52.0,3102,624,1242,243,1033,547,2,35,0.0,0.0,4,0.0,0.0,0.0,3,1.60468
688,13,13,3,2746,8201,705.0,466.0,156.0,1897,1830,249,258,615,352,15,408,0.0,0.0,4,1453.20276,0.0,0.0,3,1.25474
689,13,13,3,1412,4284,466.0,421.0,16.0,656,920,172,253,98,98,6,29,0.0,0.0,4,0.0,0.0,0.0,1,1.13019
690,13,13,3,2055,6026,690.0,564.0,43.0,1125,1226,143,381,331,235,0,35,0.0,0.0,4,2206.40601,0.0,0.0,2,1.14744
691,13,13,3,1033,3032,547.0,437.0,28.0,527,603,45,146,233,90,1,12,0.0,0.0,4,0.0,0.0,0.0,1,1.05803
692,13,13,3,1068,3130,340.0,314.0,13.0,1223,612,187,189,618,149,5,75,0.0,0.0,4,0.0,0.0,0.0,2,1.22233
693,13,13,3,1302,3966,439.0,359.0,73.0,834,858,136,117,440,125,1,15,0.0,0.0,4,0.0,0.0,0.0,3,1.13793
694,13,13,3,1687,5392,595.0,542.0,29.0,436,1362,108,107,135,75,1,10,0.0,0.0,4,0.0,0.0,0.0,1,1.09234
695,13,13,3,2649,8195,5916.0,787.01221,29.0,1171,1921,127,347,199,135,4,359,0.0,0.0,4,0.0,0.0,0.0,1,1.13146
696,13,13,3,1782,4791,9407.0,1700.0,85.0,2485,1074,76,646,330,1109,226,98,0.0,0.0,4,0.0,0.0,0.0,1,1.00327
697,14,14,3,506,1719,19547.0,289.0,112.0,2726,509,28,1408,278,112,628,272,0.0,0.0,4,0.0,0.0,0.0,1,1.26285
698,14,14,3,2908,9309,3698.0,1438.95166,90.0,1432,2264,351,218,523,152,130,58,0.0,0.0,4,2566.30249,0.0,0.0,1,1.04217
699,14,14,3,1590,4827,2213.0,759.0,18.0,906,1111,159,112,222,84,196,133,0.0,0.0,4,0.0,0.0,0.0,1,1.05414
700,14,14,3,3443,10583,2701.0,728.84375,448.0,10251,2809,979,1212,1448,2055,399,4158,0.0,0.0,4,0.0,0.0,0.0,3,1.42576
701,14,14,3,2453,7031,1319.0,852.2309,51.0,1412,1612,374,235,347,236,86,134,0.0,0.0,4,0.0,0.0,0.0,3,1.09819
702,14,14,3,2977,9764,1564.0,917.11829,138.0,3457,2427,362,1002,1110,804,8,171,0.0,0.0,4,0.0,0.0,0.0,1,1.19697
703,14,14,3,1519,4718,4088.0,1266.42505,15.0,908,1175,83,132,61,213,7,412,0.0,0.0,4,0.0,0.0,0.0,1,0.99106
704,14,14,3,1166,3307,64673.0,1531.0,11.0,1143,658,56,117,554,184,137,95,0.0,0.0,5,0.0,0.0,0.0,1,0.96606
705,14,14,3,3471,10898,6523.0,720.8457599999998,123.17499,1649,2820,295,249,752,233,35,85,0.0,0.0,4,0.0,1169.43494,2747.16479,2,1.203
706,14,14,3,857,2826,23979.0,758.0,982.0,7076,764,2473,675,1090,1006,532,1300,0.0,0.0,4,0.0,0.0,0.0,3,1.09988
707,14,14,3,2002,8388,1020.0,450.08997,433.0,4844,2583,894,479,1365,1397,40,669,0.0,0.0,4,0.0,0.0,0.0,3,1.29599
708,14,14,3,2349,7498,600.0,525.0,59.33133,1582,1795,157,358,641,383,21,22,0.0,0.0,4,2806.24072,0.0,0.0,3,1.23397
709,14,14,3,1593,6362,518.0,266.0,82.0,1350,1806,360,208,385,339,3,55,0.0,0.0,4,0.0,0.0,0.0,3,1.37786
710,14,14,3,1867,6750,652.0,556.0,33.0,1138,1827,221,306,369,223,0,19,0.0,0.0,4,0.0,0.0,0.0,3,1.17714
711,14,14,3,2283,7434,3330.0,727.0,7.0,852,1801,164,194,225,118,98,53,0.0,0.0,4,0.0,0.0,0.0,1,1.12116
712,14,14,3,1330,4506,10176.0,1245.0,24.0,2128,1039,125,173,1016,383,259,172,0.0,0.0,4,0.0,0.0,0.0,2,1.03037
713,14,14,3,1487,5057,12611.0,1816.0,115.0,1299,1164,67,231,92,480,241,188,0.0,0.0,4,0.0,0.0,0.0,2,0.97126
714,14,14,3,382,1091,372520.0,1102.0,276.0,1513,191,13,83,99,221,48,1049,0.0,0.0,4,0.0,0.0,0.0,1,0.95814
715,15,15,4,2759,8461,137540.0,4636.09473,2964.0,17874,1594,533,8045,1395,4265,115,3521,0.0,0.0,4,0.0,0.0,0.0,1,1.01749
716,15,15,4,1783,4789,1182.0,974.5481,60.0,3196,822,124,980,1213,739,14,126,0.0,0.0,4,0.0,0.0,0.0,3,1.10952
717,15,15,4,2263,6285,677.0,492.88354,151.0,1875,1371,146,143,818,583,2,183,0.0,0.0,4,1937.0564,0.0,0.0,3,1.19003
718,15,15,4,2708,7806,1344.0,817.0,268.0,4496,1846,503,616,404,1884,10,1079,0.0,0.0,4,0.0,0.0,0.0,3,1.19884
719,15,15,4,2548,6801,911.0,502.7706,37.0,355,1396,93,94,79,77,0,12,0.0,0.0,4,0.0,0.0,0.0,3,1.142
720,15,15,4,1725,5103,11418.0,1618.39307,207.0,1410,1252,87,169,287,659,5,203,0.0,0.0,4,0.0,1177.01733,5208.63135,3,0.97858
721,15,15,4,2279,5964,1129.0,511.76971,140.46074,2882,1144,1251,387,635,411,7,191,0.0,0.0,4,0.0,0.0,0.0,1,1.24411
722,15,15,4,2790,8806,538.0,443.0,79.0,751,1896,159,111,231,193,1,56,0.0,0.0,4,0.0,0.0,0.0,3,1.24885
723,15,15,4,1708,4525,981.0,650.0,75.0,1871,872,215,450,670,467,3,66,0.0,0.0,4,0.0,0.0,0.0,3,1.11537
724,15,15,4,2775,6389,738.0,518.0,146.0,4702,1050,541,1483,1906,681,8,83,0.0,0.0,4,0.0,0.0,0.0,3,1.3666200000000002
725,15,15,4,1310,4009,1193.0,813.0,12.0,361,898,110,98,38,92,4,19,0.0,0.0,4,0.0,0.0,0.0,2,0.99964
726,15,15,4,2810,8105,940.0,641.0,58.0,888,1753,279,169,235,160,1,44,0.0,0.0,4,0.0,0.0,0.0,3,1.15105
727,15,15,4,1047,3195,296.0,236.0,55.0,486,669,49,33,303,88,0,13,0.0,0.0,4,1855.01562,0.0,0.0,3,1.15764
728,15,15,4,2313,6490,3167.0,752.0,713.63165,4595,1414,588,867,716,1243,55,1126,0.0,0.0,4,0.0,0.0,0.0,3,1.10804
729,15,15,4,4112,11766,7251.0,2183.0,134.90223999999998,4623,1926,1105,1283,920,546,58,711,0.0,0.0,4,0.0,0.0,0.0,1,1.0702
730,15,15,4,3280,9357,2814.0,516.53827,1299.0,6496,619,743,1590,1331,2295,10,527,0.0,0.0,5,0.0,0.0,0.0,2,1.13951
731,15,15,4,1838,3920,399.0,246.90195,21.0,182,587,32,70,29,35,0,16,0.0,0.0,4,0.0,0.0,0.0,1,1.17783
732,15,15,4,1776,5263,786.0,371.0,351.0,4876,1120,616,1245,1002,1368,7,638,0.0,0.0,4,1111.30188,0.0,0.0,3,1.3125
733,15,15,4,2299,6772,785.0,468.0,291.0,5491,1471,1150,1072,1388,1438,16,427,0.0,0.0,4,0.0,0.0,0.0,2,1.36119
734,15,15,4,2723,7336,2976.0,767.0,79.0,1967,1475,293,540,395,495,22,222,0.0,0.0,4,287.68436,0.0,0.0,1,1.14612
735,15,15,4,1276,3442,12420.0,1055.0,13.0,1517,631,329,286,587,231,14,70,0.0,0.0,5,1766.57458,0.0,0.0,1,1.01373
736,15,15,4,3183,8775,1531.0,744.0,283.0,11767,1874,3844,4236,2200,901,6,580,0.0,0.0,3,0.0,0.0,0.0,2,1.53599
737,15,15,4,1478,4584,953.0,515.0,272.0,7011,1012,535,2608,1046,1501,19,1302,0.0,0.0,4,0.0,0.0,0.0,3,1.37986
738,15,15,4,1943,5783,514.0,437.0,14.0,346,1514,166,98,30,43,1,8,0.0,0.0,4,0.0,0.0,0.0,3,1.1505299999999998
739,15,15,4,2257,5347,1205.0,191.0,273.55017000000004,11229,755,2116,2868,1596,3452,14,1183,0.0,0.0,4,0.0,0.0,0.0,3,2.1327
740,15,15,4,1350,3685,441.0,308.0,87.0,1776,758,325,311,719,253,2,166,0.0,0.0,4,2046.79504,0.0,0.0,3,1.25062
741,15,15,4,1661,4812,528.0,306.0,81.0,836,1119,160,207,268,125,0,76,0.0,0.0,4,0.0,0.0,0.0,3,1.20366
742,15,15,4,5990,16648,1686.0,687.4536099999998,734.0,19729,3288,2847,7095,2911,4122,30,2724,0.0,0.0,3,0.0,0.0,0.0,3,1.6943400000000002
743,15,15,4,3194,9112,2250.0,656.0,402.0,5488,1891,833,1955,867,1228,2,603,0.0,0.0,4,0.0,0.0,0.0,3,1.26798
744,15,15,4,1726,4713,523.0,382.0,94.20223,3401,843,187,233,553,2359,0,69,0.0,0.0,4,0.0,0.0,0.0,1,1.37395
745,15,15,4,1765,4572,1980.0,421.0,29.0045,558,894,104,83,207,123,0,41,0.0,0.0,4,0.0,0.0,0.0,1,1.1251
746,15,15,4,2663,8322,65629.0,2570.0,117.0,1943,2106,343,517,362,434,110,177,0.0,0.0,4,0.0,0.0,0.0,1,0.98164
747,16,16,4,1184,3776,3271.0,523.0,15.0,451,803,48,138,98,78,1,88,0.0,0.0,5,0.0,0.0,0.0,1,1.05392
748,16,16,4,1202,4090,433.0,312.0,73.0,223,847,59,85,12,57,0,10,0.0,0.0,4,0.0,0.0,0.0,2,1.1047
749,16,16,4,2069,6149,438.0,270.0,138.0,1130,973,211,206,321,176,2,214,0.0,0.0,4,0.0,0.0,0.0,2,1.2751
750,16,16,4,591,1550,854.0,1.0,489.0,6884,224,71,1120,791,1288,6,3608,0.0,0.0,2,0.0,1614.60046,0.0,3,1.55483
751,16,16,4,105,276,11159.7998,1.0,2085.54419,24083,40,1681,4718,2780,3427,34,11443,0.0,0.0,4,0.0,0.0,0.0,3,1.39516
752,16,16,4,529,1594,1585.4000199999996,145.18431,1426.0,15120,261,926,3784,1259,2829,36,6286,0.0,0.0,2,0.0,0.0,0.0,3,1.32795
753,16,16,4,1428,4709,570.0,516.0,28.0,441,1111,90,170,110,53,2,16,0.0,0.0,4,0.0,0.0,0.0,1,1.08085
754,16,16,4,1187,4136,3692.0,713.0,231.0,1389,1093,80,305,775,153,0,76,0.0,0.0,4,0.0,3106.49878,7991.55908,1,1.03581
755,16,16,4,3128,10243,1301.0,992.0,66.0,1377,2417,192,547,360,232,0,46,0.0,0.0,4,0.0,0.0,0.0,1,1.11953
756,16,16,4,2206,7254,981.0,786.44666,48.0,3274,1658,349,772,673,918,24,538,0.0,0.0,4,2396.27588,0.0,0.0,2,1.21512
757,16,16,4,792,2930,189.0,179.0,3.0,173,651,59,20,60,27,0,7,0.0,0.0,4,0.0,0.0,0.0,3,1.21466
758,16,16,4,2186,7161,390.0,335.0,38.0,516,1525,69,71,190,172,0,14,0.0,0.0,4,1892.3042,0.0,0.0,3,1.28646
759,16,16,4,2033,6405,550.0,395.0,126.0,402,1209,68,58,139,69,0,68,0.0,0.0,4,0.0,0.0,0.0,3,1.14164
760,16,16,4,1897,6256,400.0,355.0,35.0,414,1307,111,68,174,51,0,10,0.0,0.0,4,0.0,0.0,0.0,3,1.21843
761,16,16,4,3637,10231,594.0,415.54382,166.0,2024,1983,231,418,756,404,0,215,0.0,0.0,4,0.0,0.0,0.0,3,1.34891
762,16,16,4,1245,3687,222.0,176.0,9.0,527,745,31,146,229,108,0,13,0.0,0.0,3,0.0,0.0,0.0,3,1.36192
763,16,16,4,3138,8354,249.0,169.0,72.0,2709,1169,61,1216,824,522,0,86,0.0,0.0,3,0.0,0.0,0.0,3,1.97518
764,16,16,4,2162,7426,490.0,407.0,77.0,1480,1482,165,162,952,165,0,36,0.0,0.0,4,0.0,0.0,0.0,3,1.29214
765,16,16,4,936,2923,308.0,167.0,106.0,1384,569,263,134,793,175,0,19,0.0,0.0,4,1487.41724,0.0,0.0,3,1.29889
766,16,16,4,1071,2965,303.0,193.0,78.0,688,549,175,192,207,104,0,10,0.0,0.0,4,0.0,0.0,0.0,3,1.1942700000000002
767,16,16,4,3156,9561,2081.0,533.3879400000002,663.0,7000,1788,1883,1500,1540,867,4,1206,0.0,0.0,4,2288.66382,0.0,0.0,3,1.28581
768,16,16,4,2577,9139,6223.0,384.10367,687.0,5377,2090,570,971,407,1284,17,2128,0.0,0.0,4,0.0,0.0,0.0,3,1.2594299999999998
769,16,16,4,3706,11201,5833.7998,666.0,244.0,3031,1836,137,600,604,278,16,1396,0.0,0.0,4,0.0,0.0,0.0,3,1.25176
770,16,16,4,1934,6577,514.0,371.0,106.0,1711,1505,269,322,572,184,2,362,0.0,0.0,4,0.0,0.0,0.0,3,1.28816
771,16,16,4,2437,7379,740.0,464.0,155.0,1541,1423,546,152,537,261,1,44,0.0,0.0,4,0.0,0.0,0.0,3,1.20898
772,16,16,4,1430,5154,242.0,197.0,20.0,529,1142,134,90,173,94,1,37,0.0,0.0,4,0.0,0.0,0.0,3,1.4099
773,16,16,4,1933,6739,490.0,232.0,218.0,2002,1511,220,391,485,548,0,358,0.0,0.0,4,0.0,0.0,0.0,3,1.34555
774,16,16,4,2868,8319,553.0,323.48941,197.0,2506,1364,120,615,621,580,0,570,0.0,0.0,4,322.84613,0.0,0.0,3,1.37855
775,16,16,4,3003,9244,624.0,568.1813400000002,56.0,861,1734,149,191,307,174,3,37,0.0,0.0,4,1958.36414,0.0,0.0,3,1.2109299999999998
776,16,16,4,2373,7015,514.0,353.0,146.0,1188,1270,68,220,691,170,1,38,0.0,0.0,4,0.0,0.0,0.0,3,1.24101
777,16,16,4,2420,6664,350.0,107.66513,241.02208,9613,810,1051,3065,3167,2170,5,155,0.0,0.0,2,0.0,0.0,0.0,3,2.4090700000000003
778,16,16,4,5397,13713,1312.0,485.49167,226.0,7501,1754,158,1892,3160,2148,6,137,0.0,0.0,4,0.0,0.0,0.0,3,1.68094
779,16,16,4,1638,5240,455.0,364.0,16.0,658,1229,131,142,214,140,0,31,0.0,0.0,4,0.0,0.0,0.0,3,1.20853
780,16,16,4,1018,3306,1923.0,532.0,46.0,476,790,24,231,82,128,0,11,0.0,0.0,4,0.0,0.0,0.0,1,1.03098
781,16,16,4,1687,4482,3696.0,635.0,61.0,525,905,60,96,245,99,0,25,0.0,0.0,4,0.0,0.0,0.0,1,1.04037
782,16,16,4,2651,7298,795.0,481.06281,82.0,574,1257,97,138,122,188,0,29,0.0,0.0,4,0.0,0.0,0.0,3,1.16374
783,16,16,4,1170,3224,743.0,189.0,20.0,110,429,15,31,14,33,0,17,0.0,0.0,4,0.0,0.0,0.0,3,1.18489
784,16,16,4,1823,5628,544.0,385.0,106.0,1057,944,374,131,384,132,1,35,0.0,0.0,4,0.0,0.0,0.0,3,1.18665
785,16,16,4,2272,7023,408.0,349.0,35.0,757,1450,166,190,256,114,0,31,0.0,0.0,4,1427.7476800000004,0.0,0.0,3,1.29609
786,16,16,4,1424,4651,309.0,256.0,7.0,263,893,61,80,77,39,0,6,0.0,0.0,4,0.0,0.0,0.0,3,1.24401
787,16,16,4,2349,7226,464.0,423.0,12.0,599,1308,219,91,177,99,0,13,0.0,0.0,4,0.0,0.0,0.0,3,1.24177
788,16,16,4,1764,5934,422.0,406.0,4.0,345,1312,60,89,127,62,0,7,0.0,0.0,4,0.0,0.0,0.0,3,1.18206
789,16,16,4,1449,5127,292.0,270.0,4.0,230,1030,68,45,50,41,13,13,0.0,0.0,4,0.0,0.0,0.0,3,1.25475
790,16,16,4,1710,6090,630.0,514.0,4.0,416,1474,98,62,214,20,0,22,0.0,0.0,4,0.0,0.0,0.0,3,1.1337700000000002
791,16,16,4,1008,3955,142.0,127.0,11.0,368,977,107,81,114,51,0,15,0.0,0.0,4,0.0,0.0,0.0,3,1.50401
792,16,16,4,990,3881,195.0,188.0,3.0,155,810,42,46,24,33,0,10,0.0,0.0,4,0.0,0.0,0.0,3,1.28116
793,16,16,4,1285,4720,239.0,200.0,22.3366,511,1112,110,134,180,69,0,18,0.0,0.0,4,0.0,0.0,0.0,3,1.36061
794,16,16,4,849,3271,561.0,103.0,25.0,673,682,50,81,38,325,0,179,0.0,0.0,4,0.0,0.0,0.0,3,1.5619299999999998
795,16,16,4,919,3303,437.0,151.0,146.0,1294,803,91,216,250,379,3,355,0.0,0.0,4,0.0,0.0,0.0,3,1.27541
796,16,16,4,1847,6925,858.0,373.0,388.60098,4610,1529,1173,418,1113,315,20,1571,0.0,0.0,4,0.0,0.0,0.0,3,1.31339
797,16,16,4,2119,7421,1055.0,355.0,654.0,6792,1525,525,621,684,913,1,4048,0.0,0.0,4,0.0,0.0,0.0,3,1.31267
798,16,16,4,1560,4271,334.0,288.0,12.0,545,713,50,84,306,51,1,53,0.0,0.0,4,0.0,0.0,0.0,3,1.21986
799,16,16,4,1737,5409,382.0,307.79675,20.0,342,967,65,121,48,90,0,18,0.0,0.0,4,0.0,0.0,0.0,3,1.22555
800,16,16,4,2007,6102,433.0,346.0,82.0,1570,1181,146,142,888,359,1,34,0.0,0.0,4,4499.55078,0.0,0.0,3,1.2997
801,16,16,4,5271,16270,769.0,517.50409,278.0,1764,2920,250,496,299,179,0,540,0.0,0.0,4,0.0,0.0,0.0,3,1.3438
802,16,16,4,1434,6040,281.0,220.0,57.0,771,1683,67,64,386,241,2,11,0.0,0.0,3,0.0,0.0,0.0,3,1.39132
803,16,16,4,1007,2674,6800.0,183.0,150.0,412,449,13,17,345,27,1,9,0.0,0.0,4,0.0,0.0,0.0,1,1.08841
804,17,17,4,1107,3364,611.0,276.0,40.0,623,640,58,105,278,170,0,12,0.0,0.0,4,0.0,0.0,0.0,1,1.16485
805,17,17,4,2246,8179,470.0,220.0,126.0,869,1867,274,102,370,98,0,25,0.0,0.0,4,0.0,0.0,0.0,3,1.41114
806,17,17,4,3085,9543,1677.0,500.0,1102.2467,10015,1695,756,1292,1296,1961,3,4707,0.0,0.0,4,0.0,0.0,0.0,3,1.26801
807,17,17,4,1218,4666,240.0,179.0,21.0,197,1045,83,24,58,25,0,7,0.0,0.0,4,0.0,0.0,0.0,3,1.3403
808,17,17,4,902,3869,208.0,158.0,46.0,2060,906,58,297,1542,142,0,21,0.0,0.0,4,0.0,0.0,0.0,3,1.65657
809,17,17,4,733,2363,417.0,126.0,256.0,1813,439,76,201,189,548,6,793,0.0,0.0,4,2367.5144,0.0,0.0,3,1.20737
810,17,17,4,3243,10936,11815.0,598.0,2397.47974,22154,2140,1360,4555,1797,5147,28,9267,0.0,0.0,4,0.0,0.0,0.0,3,1.27759
811,17,17,4,2351,6887,640.0,283.0,343.0,2422,1170,185,456,811,341,0,629,0.0,0.0,3,0.0,4488.73535,10825.52051,3,1.25242
812,17,17,4,1235,3615,398.0,154.0,233.0,4428,646,870,627,1294,1554,0,83,0.0,0.0,3,0.0,0.0,0.0,3,1.54899
813,17,17,4,948,3367,260.0,123.0,98.0,2350,831,109,365,1666,178,0,32,0.0,0.0,4,0.0,0.0,0.0,3,1.6155
814,17,17,4,924,3432,201.0,150.0,6.0,235,731,88,29,89,19,0,10,0.0,0.0,4,0.0,0.0,0.0,3,1.33985
815,17,17,4,1166,4721,156.0,89.0,67.0,311,1206,26,28,200,51,0,6,0.0,0.0,4,0.0,0.0,0.0,3,1.50265
816,17,17,4,926,3362,202.0,118.0,28.0,378,679,110,24,187,50,0,7,0.0,0.0,3,0.0,0.0,0.0,3,1.4039700000000002
817,17,17,4,2093,8197,215.0,143.0,72.0,408,2150,70,60,206,67,0,5,0.0,0.0,3,0.0,0.0,0.0,3,1.63354
818,17,17,4,1368,4875,312.0,195.0,102.0,354,1104,74,32,196,37,0,15,0.0,0.0,4,1995.65247,0.0,0.0,3,1.23043
819,17,17,4,687,2432,159.0,128.0,30.0,562,506,215,74,179,71,1,22,0.0,0.0,4,0.0,0.0,0.0,2,1.31442
820,17,17,4,4995,14735,14520.0,1655.99463,204.0,1080,2523,89,262,475,215,4,35,0.0,0.0,4,1261.53943,0.0,0.0,1,1.05837
821,17,17,4,1646,5480,1070.0,450.0,371.0,972,963,83,264,428,177,0,20,0.0,0.0,4,0.0,8914.50391,4839.45068,1,1.06285
822,17,17,4,1005,2670,1079.0,819.0,9.0,262,439,43,94,73,40,0,12,0.0,0.0,5,0.0,0.0,0.0,1,0.96637
823,17,17,4,2771,7196,769.0,515.0,99.0,1102,1197,88,186,509,260,1,58,0.0,0.0,4,2035.07788,0.0,0.0,1,1.17571
824,17,17,4,1830,4977,437.0,267.0,162.0,1142,857,301,217,304,266,0,54,0.0,0.0,4,0.0,0.0,0.0,1,1.2109
825,17,17,4,1864,6394,267.0,204.0,52.0,309,1565,72,66,80,66,0,25,0.0,0.0,4,0.0,0.0,0.0,3,1.37811
826,17,17,4,1652,4763,222.0,102.0,95.0,1044,919,261,137,256,271,0,119,0.0,0.0,4,0.0,0.0,0.0,3,1.54007
827,17,17,4,1327,4089,251.0,133.0,68.0,3439,731,157,459,695,2063,0,65,0.0,0.0,3,0.0,0.0,0.0,3,1.98121
828,17,17,4,2315,7727,441.0,238.02319,198.0,1103,1688,177,169,359,307,0,91,0.0,0.0,4,0.0,0.0,0.0,3,1.31031
829,17,17,4,1027,3386,195.0,159.0,24.0,1653,688,44,194,229,1160,0,26,0.0,0.0,2,0.0,0.0,0.0,3,1.60289
830,17,17,4,1841,6857,290.0,188.0,98.0,606,1555,99,69,337,78,0,23,0.0,0.0,4,0.0,0.0,0.0,3,1.40006
831,17,17,4,1165,3711,157.0,88.0,65.0,628,780,26,33,429,96,0,44,0.0,0.0,4,0.0,0.0,0.0,3,1.4901
832,17,17,4,1709,5230,302.0,222.0,74.0,626,1077,59,81,347,126,0,13,0.0,0.0,4,0.0,0.0,0.0,3,1.2916
833,17,17,4,1415,4530,317.0,246.0,25.0,207,946,23,24,116,37,0,7,0.0,0.0,4,0.0,0.0,0.0,3,1.21724
834,17,17,4,1619,5051,589.0,322.0,210.0,1636,922,47,171,207,340,0,871,0.0,0.0,4,1866.73291,0.0,0.0,3,1.19246
835,17,17,4,1665,5588,329.0,243.23097,90.0,770,1163,199,140,234,147,0,50,0.0,0.0,4,295.138,0.0,0.0,3,1.28456
836,17,17,4,1464,4642,322.0,279.0,43.0,636,834,187,39,147,81,0,182,0.0,0.0,4,0.0,0.0,0.0,3,1.22975
837,17,17,4,3200,10525,468.0,394.0,56.0,1044,2038,49,109,411,425,1,49,0.0,0.0,4,0.0,0.0,0.0,3,1.39862
838,17,17,4,1411,3792,252.0,200.0,52.0,1034,614,157,262,271,293,1,50,0.0,0.0,4,0.0,0.0,0.0,2,1.33194
839,17,17,4,1996,4687,330.0,149.0,175.0,3954,700,303,998,1121,1333,2,197,0.0,0.0,3,0.0,0.0,0.0,2,1.6697
840,17,17,4,2582,5791,503.0,377.0,117.0,1476,694,145,367,671,254,0,39,0.0,0.0,4,0.0,0.0,0.0,1,1.22697
841,17,17,4,1665,4676,313.0,294.0,12.0,901,838,52,171,510,145,0,23,0.0,0.0,4,0.0,0.0,0.0,1,1.28621
842,17,17,4,1296,3254,230.0,188.0,42.0,596,497,100,103,177,185,0,31,0.0,0.0,4,0.0,0.0,0.0,2,1.25159
843,17,17,4,1390,4224,558.0,442.0,6.0,291,869,24,74,126,55,0,12,0.0,0.0,4,0.0,0.0,0.0,1,1.0872
844,17,17,4,3044,8733,26251.0,1893.0,85.0,1246,1613,132,298,333,437,13,33,0.0,0.0,5,0.0,0.0,0.0,1,1.00027
