coefficient_name,value,constrain
coef_one,1,T
coef_nest_root,1.00,T
coef_nest_AUTO,0.72,T
coef_nest_AUTO_DRIVEALONE,0.35,T
coef_nest_AUTO_SHAREDRIDE2,0.35,T
coef_nest_AUTO_SHAREDRIDE3,0.35,T
coef_nest_NONMOTORIZED,0.72,T
coef_nest_TRANSIT,0.72,T
coef_nest_TRANSIT_WALKACCESS,0.5,T
coef_nest_TRANSIT_DRIVEACCESS,0.5,T
coef_nest_RIDEHAIL,0.36,T
#,,
coef_ivt_othmaint_social,-0.0175,F
coef_ivt_work,-0.022,F
coef_ivt_univ_school,-0.0271,F
coef_ivt_escort_shopping_eatout_othdiscr_atwork,-0.0279,F
#,,
coef_age1619_da,0,F
coef_age010_trn,0,F
coef_age16p_sr,0,F
coef_hhsize1_sr,-0.7346,F
coef_hhsize2_sr,0,F
#,,
#,, MTC at soime point appears to have estimated atwork coefficients that are multipliers for other tour types
#,, unfortunatly there appers to be no record of when or why or how or by whom this was performed.
#,, we have to divide by the atwork coef_ivt value (-0.0279) to get produce a coefficient consistent with CTRAMP model
# coef_walktimeshort_atwork,-0.0376,
# coef_walktimeshort_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00* c_ivt,
# coef_biketimeshort_atwork,-0.0752,
# coef_biketimeshort_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,4.00* c_ivt,
# coef_dtim_atwork,-0.0376,
# coef_dtim_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
# coef_ivt_ferry_atwork,-0.01504,
# coef_ivt_ferry_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,0.80 * c_ivt,
# coef_ivt_lrt_atwork,-0.01692,
# coef_ivt_lrt_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,0.90 * c_ivt,
# coef_long_iwait_atwork,-0.0188,
# coef_long_iwait_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,1.00 * c_ivt,
# coef_short_iwait_atwork,-0.0376,
# coef_short_iwait_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
# coef_wacc_atwork,-0.0376,
# coef_wacc_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
# coef_walktimeshort_atwork,-0.0376,
# coef_walktimeshort_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
# coef_waux_atwork,-0.0376,
# coef_waux_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
# coef_wegr_atwork,-0.0376,
# coef_wegr_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
# coef_xwait_atwork,-0.0376,
# coef_xwait_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00 * c_ivt,
#,,
# coef_walktimeshort_atwork,-0.0376/-0.0279=
coef_walktimeshort_atwork,1.34767,F
coef_walktimeshort_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#coef_biketimeshort_atwork,-0.0752/-0.0279=2.69535,
coef_biketimeshort_atwork,2.69535,F
coef_biketimeshort_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,4.00,T
#coef_dtim_atwork,-0.0376/-0.0279=1.34767,
coef_dtim_atwork,1.34767,F
coef_dtim_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#coef_ivt_ferry_atwork,-0.01504/-0.0279=0.539,
coef_ivt_ferry_atwork,0.539,F
coef_ivt_ferry_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,0.80,T
#coef_ivt_lrt_atwork,-0.01692/-0.0279=0.60645,
coef_ivt_lrt_atwork,0.60645,F
coef_ivt_lrt_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,0.90,T
#coef_long_iwait_atwork,-0.0188/-0.0279=0.6738,
coef_long_iwait_atwork,0.6738,F
coef_long_iwait_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,1.00,T
#coef_short_iwait_atwork,-0.0376/-0.0279=1.34767,
coef_short_iwait_atwork,1.34767,F
coef_short_iwait_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#coef_wacc_atwork,-0.0376/-0.0279=1.34767,
coef_wacc_atwork,1.34767,F
coef_wacc_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#coef_waux_atwork,-0.0376/-0.0279=1.34767,
coef_waux_atwork,1.34767,F
coef_waux_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#coef_wegr_atwork,-0.0376/-0.0279=1.34767,
coef_wegr_atwork,1.34767,F
coef_wegr_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#coef_xwait_atwork,-0.0376/-0.0279=1.34767,
coef_xwait_atwork,1.34767,F
coef_xwait_work_univ_school_escort_shopping_eatout_othmaint_social_othdiscr,2.00,T
#,,
coef_bike_ASC_rh,-7,T
coef_bike_ASC_walk_univ,-0.3399,F
coef_bike_ASC_walk_othmaint,-0.5706,F
coef_bike_ASC_walk_shopping,-1.0245,F
coef_bike_ASC_walk_othdiscr,-1.3577,F
coef_bike_ASC_walk_work,-1.8333,F
coef_bike_ASC_walk_social,-13.2384,F
coef_bike_ASC_walk_escort,-13.5203,F
coef_bike_ASC_walk_school,-2.0332,F
coef_bike_ASC_walk_eatout,-2.699,F
coef_bike_ASC_walk_atwork,-5.0532,F
coef_drive_transit_ASC_commuter_work,0.4012
coef_drive_transit_ASC_commuter_shopping_eatout_othmaint_social_othdiscr_atwork,0.5129
coef_drive_transit_ASC_commuter_escort,0.5442
