participant_id,tour_id,household_id,person_id,participant_num
9938180501,99381805,1167050,2423946,1
9938180503,99381805,1167050,2423948,2
9938180504,99381805,1167050,2423949,3
9938180505,99381805,1167050,2423950,4
18932374501,189323745,1905799,4617652,1
18932374503,189323745,1905799,4617654,2
14802707101,148027071,1652158,3610416,1
14802707102,148027071,1652158,3610417,2
30313950101,303139501,2750843,7393646,1
30313950102,303139501,2750843,7393647,2
30313950103,303139501,2750843,7393648,3
30313950104,303139501,2750843,7393649,4
30313950105,303139501,2750843,7393650,5
30313950106,303139501,2750843,7393651,6
2752241303,27522413,395275,671280,1
2752241304,27522413,395275,671281,2
17348430301,173484303,1821635,4231324,1
17348430302,173484303,1821635,4231325,2
17348430303,173484303,1821635,4231326,3
16458467903,164584679,1778359,4014262,1
16458467905,164584679,1778359,4014264,2
2851260802,28512608,400328,695430,1
2851260803,28512608,400328,695431,2
9472994301,94729943,1143819,2310486,1
9472994302,94729943,1143819,2310487,2
9472994303,94729943,1143819,2310488,3
21545838101,215458381,2156687,5255082,1
21545838102,215458381,2156687,5255083,2
8820844402,88208444,1097082,2151426,1
8820844403,88208444,1097082,2151427,2
23014076201,230140762,2316920,5613189,1
23014076203,230140762,2316920,5613191,2
6109990001,61099900,734905,1490241,1
6109990002,61099900,734905,1490242,2
29713710101,297137101,2698126,7247246,1
29713710102,297137101,2698126,7247247,2
12757639401,127576394,1384536,3111619,1
12757639403,127576394,1384536,3111621,2
6133855901,61338559,737457,1496062,1
6133855902,61338559,737457,1496063,2
1501475001,15014750,277922,366213,1
1501475002,15014750,277922,366214,2
2250217001,22502170,354880,548833,1
2250217002,22502170,354880,548834,2
2250217003,22502170,354880,548835,3
29467517203,294675172,2676791,7187201,1
29467517204,294675172,2676791,7187202,2
18269556801,182695568,1870252,4455989,1
18269556803,182695568,1870252,4455991,2
8733292602,87332926,1089964,2130072,1
8733292603,87332926,1089964,2130073,2
6162059801,61620598,739750,1502941,1
6162059802,61620598,739750,1502942,2
6162059803,61620598,739750,1502943,3
21546510101,215465101,2156769,5255246,1
21546510102,215465101,2156769,5255247,2
8228951401,82289514,1048545,2007061,1
8228951402,82289514,1048545,2007062,2
18386292003,183862920,1876395,4484463,1
18386292004,183862920,1876395,4484464,2
24341882301,243418823,2423221,5937044,1
24341882303,243418823,2423221,5937046,2
24341882304,243418823,2423221,5937047,3
5914288801,59142888,711039,1442509,1
5914288802,59142888,711039,1442510,2
6408100601,64081006,754690,1562951,1
6408100602,64081006,754690,1562952,2
6408100603,64081006,754690,1562953,3
6408100604,64081006,754690,1562954,4
16417446802,164174468,1776206,4004256,1
16417446803,164174468,1776206,4004257,2
16417446804,164174468,1776206,4004258,3
21318353301,213183533,2128945,5199598,1
21318353302,213183533,2128945,5199599,2
20545044301,205450443,2022017,5010986,1
20545044302,205450443,2022017,5010987,2
20545044304,205450443,2022017,5010989,3
20545044305,205450443,2022017,5010990,4
20545044306,205450443,2022017,5010991,5
20545044307,205450443,2022017,5010992,6
20545044309,205450443,2022017,5010994,7
28022538602,280225386,2609980,6834766,1
28022538604,280225386,2609980,6834768,2
28022538605,280225386,2609980,6834769,3
12323962301,123239623,1335442,3005844,1
12323962302,123239623,1335442,3005845,2
22551584502,225515845,2279319,5500387,1
22551584503,225515845,2279319,5500388,2
23298649001,232986490,2340056,5682597,1
23298649002,232986490,2340056,5682598,2
2224584001,22245840,352796,542581,1
2224584003,22245840,352796,542583,2
12268185501,122681855,1328640,2992240,1
12268185502,122681855,1328640,2992241,2
29711520501,297115205,2697859,7246712,1
29711520502,297115205,2697859,7246713,2
11497840603,114978406,1246054,2804353,1
11497840605,114978406,1246054,2804355,2
20268605701,202686057,2008055,4943562,1
20268605702,202686057,2008055,4943563,2
20268605703,202686057,2008055,4943564,3
17315716001,173157160,1820021,4223345,1
17315716002,173157160,1820021,4223346,2
17315716003,173157160,1820021,4223347,3
3653229201,36532292,441364,891031,1
3653229202,36532292,441364,891032,2
3653229204,36532292,441364,891034,3
3653229205,36532292,441364,891035,4
18018296101,180182961,1856948,4394706,1
18018296102,180182961,1856948,4394707,2
18018296104,180182961,1856948,4394709,3
17868080702,178680807,1848870,4358069,1
17868080704,178680807,1848870,4358071,2
28314405102,283144051,2626149,6905953,1
28314405104,283144051,2626149,6905955,2
28314405105,283144051,2626149,6905956,3
7453986401,74539864,954037,1818045,1
7453986402,74539864,954037,1818046,2
16122829201,161228292,1761149,3932397,1
16122829202,161228292,1761149,3932398,2
16122829205,161228292,1761149,3932401,3
9274426801,92744268,1133460,2262055,1
9274426803,92744268,1133460,2262057,2
18474601502,184746015,1881263,4506001,1
18474601505,184746015,1881263,4506004,2
13932818301,139328183,1546074,3398248,1
13932818302,139328183,1546074,3398249,2
18211106603,182111066,1867140,4441735,1
18211106604,182111066,1867140,4441736,2
18211106605,182111066,1867140,4441737,3
28200950103,282009501,2619906,6878282,1
28200950104,282009501,2619906,6878283,2
10738668604,107386686,1207364,2619190,1
