household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers
841891,126,48000,1,4,1,1
990869,134,48000,2,1,2,2
125886,113,25900,1,4,1,1
727893,8,26100,2,1,0,1
2741769,150,121600,4,1,2,1
1061466,167,54430,3,1,2,2
1757084,70,63600,3,1,1,3
2763396,44,0,1,0,1,0
1448863,46,79400,1,6,1,1
1450206,62,60500,1,4,1,1
1821179,37,80000,4,1,1,0
2025282,17,61740,5,1,1,4
774737,181,51000,1,6,1,1
2508315,101,159800,4,5,1,4
826226,32,37500,1,6,1,1
1451940,81,86050,1,4,1,1
110274,13,21000,1,4,0,1
2835246,91,0,1,0,0,0
1082417,128,30000,3,7,0,3
1645765,102,89000,2,3,0,1
31153,46,800,1,4,0,0
2241458,114,112000,2,1,1,2
1307774,32,39600,1,6,1,1
824764,28,40010,1,6,1,1
1451714,79,63500,1,4,1,1
2370945,170,185290,3,1,2,2
590020,176,8000,1,6,1,0
258654,64,27650,2,3,2,2
431928,8,14400,4,3,1,0
115213,40,10000,1,4,1,1
567570,10,14000,1,4,0,0
230049,177,14000,2,1,1,1
2223402,11,158000,2,1,0,2
1602899,89,76500,2,7,1,2
1606646,122,82200,2,1,2,2
1061588,179,58000,3,2,1,2
1908579,165,89012,5,1,1,3
2628704,121,686000,5,1,2,3
658792,17,8100,1,6,0,1
458278,149,3200,4,3,1,1
418532,149,27500,4,1,4,3
2428592,172,118000,5,3,2,2
28547,11,0,1,4,1,0
1994016,68,99800,2,1,0,2
950601,184,48800,2,2,2,2
1605304,105,85200,2,5,0,2
833670,73,43000,1,6,1,1
580091,69,6400,1,6,0,0
2237625,93,107500,2,7,1,2
574691,38,19000,1,6,1,0
578088,51,10800,1,6,1,0
834665,80,33000,1,6,0,1
2765740,92,0,1,0,1,0
508010,173,16500,1,6,0,0
2285349,105,447500,3,3,2,1
1721920,80,71500,3,1,2,2
1700340,54,63400,3,3,0,3
985374,62,58000,2,5,0,2
2349142,174,155700,3,5,2,3
1748480,68,99500,3,1,2,2
584757,89,10800,1,6,1,0
1600741,73,83020,2,1,1,2
2235881,85,328410,2,1,2,2
1173905,8,45000,4,1,1,0
2766406,102,0,1,0,0,0
2836503,188,0,1,0,0,0
32332,79,7300,1,6,0,0
457267,89,21000,8,3,1,1
32052,78,8100,1,6,1,0
504112,61,27700,1,6,1,0
1266295,63,36100,1,6,1,0
2832537,21,0,1,0,1,0
2345549,39,203420,3,1,1,3
2228827,44,227000,2,5,1,2
1308940,51,56600,1,6,0,1
948762,60,42000,2,1,0,2
2224345,17,242500,2,5,0,2
1099937,58,36300,3,3,1,1
1070526,84,30300,3,3,0,2
112798,19,20000,1,4,1,1
572403,30,22000,1,6,0,0
2053483,71,325000,1,4,1,1
2029315,71,114800,1,6,1,1
2369665,71,170200,3,1,2,2
829582,46,54200,1,6,1,1
986958,83,47000,2,7,0,2
362212,133,7600,3,3,0,1
1686070,185,80200,3,2,1,3
2427358,178,241320,5,1,1,1
2447200,161,138600,4,1,2,4
1511694,46,88500,2,1,1,1
121226,88,18100,1,4,0,1
988326,96,51690,2,7,2,2
258228,42,15600,2,7,2,2
305047,58,23700,2,3,0,1
704805,61,6600,2,1,1,0
2369346,49,155100,3,1,1,2
1722006,95,92000,3,1,2,2
350837,110,29000,3,5,0,3
2769303,188,0,1,0,0,0
2349181,176,108000,3,7,0,3
772328,97,52000,1,4,0,1
1061100,127,30000,3,3,1,2
27307,9,0,1,4,0,0
2240545,109,157000,2,1,2,2
1645698,70,61200,2,2,1,1
2410066,64,162900,3,1,2,2
474349,155,15000,5,1,3,2
1407562,96,90100,1,4,1,0
837307,89,35000,1,6,1,1
2507325,66,143850,4,1,2,4
126446,123,23560,1,4,1,1
2516257,71,164000,4,1,2,0
843603,177,50000,1,4,1,1
33213,88,14000,1,6,1,0
1061323,157,50000,3,1,2,2
116047,45,25000,1,4,1,1
111289,16,21000,1,4,1,1
2027861,71,150400,1,6,0,0
124703,109,2800,1,4,1,1
1300030,89,58000,1,4,1,1
2110775,173,317000,2,1,2,2
2820489,8,0,1,0,0,1
1605433,105,90200,2,5,1,2
32204,79,26000,1,6,1,0
989716,109,40000,2,5,1,2
565921,7,2400,1,4,0,0
74642,181,20000,1,4,1,1
933318,81,51010,2,5,0,1
32947,85,8400,1,6,0,0
228446,80,7110,2,3,0,1
268,91,1200,1,4,1,0
1451106,73,60500,1,4,1,1
678273,176,12100,2,3,0,0
26041,7,8200,1,4,0,0
1410936,114,96000,1,6,1,1
357495,189,2500,3,3,1,0
2225007,21,220000,2,7,0,2
375,105,0,1,6,1,0
2507194,62,123000,4,7,4,4
1450325,64,62000,1,4,2,1
2346494,68,113000,3,5,0,3
506600,136,6000,1,6,0,0
1174193,147,44000,7,1,2,0
2233205,69,338000,2,1,1,2
109677,10,25000,1,4,0,1
2285382,119,144400,3,2,2,1
2053141,65,133000,1,6,0,1
771890,61,55000,1,4,0,1
2229571,45,414000,2,1,1,2
948964,83,34400,2,1,1,2
1300145,127,30600,1,4,0,1
2863464,5,0,1,0,1,0
1120269,33,40020,3,1,1,2
2447325,162,175850,9,1,4,4
1787367,178,62530,5,1,2,3
1348035,187,39200,2,7,0,1
73555,136,20900,1,4,1,1
834685,80,35000,1,6,1,1
496670,149,26600,11,3,3,6
2706500,140,207600,2,1,2,1
950621,184,48800,2,2,1,2
772548,114,32500,1,4,0,1
2820876,8,0,1,0,0,1
2236335,87,483000,2,1,2,2
1748781,85,90400,3,2,0,2
1595426,27,96800,2,1,1,2
989570,109,57500,2,5,0,2
2508169,98,113400,4,3,1,3
830273,49,55000,1,6,1,1
1266400,71,35800,1,6,1,0
1455166,114,70000,1,6,0,1
581162,74,6200,1,6,0,0
1847579,130,83000,4,1,2,2
1685770,168,69000,3,7,3,3
1603930,96,63340,2,5,0,2
2449266,186,308000,4,1,3,4
370646,36,21660,3,1,0,1
2366802,46,326700,3,1,1,1
1266930,129,39400,1,6,1,0
949015,91,36000,2,1,1,2
1749225,106,74000,3,3,1,2
1525965,167,63800,2,2,0,2
1602900,89,60100,2,7,1,2
2767797,124,0,1,0,1,0
1595154,17,80000,2,1,1,2
1374124,40,36220,2,3,0,2
432092,31,28320,5,1,0,0
2100502,128,117000,2,7,2,1
1526810,185,65650,2,1,2,2
126126,116,22000,1,6,1,1
119666,80,28000,1,4,1,1
2550346,58,157200,4,1,2,2
2763604,53,0,1,0,0,0
2050502,34,100100,1,4,0,1
2345816,45,120000,3,5,0,3
577775,49,24800,1,6,1,0
773585,151,59000,1,6,1,1
287504,6,13600,2,3,0,0
2823069,81,0,1,0,0,1
1748388,65,79500,3,1,1,2
2837331,188,0,1,0,1,0
703657,31,28800,2,3,0,0
1908792,177,77300,4,1,0,3
504695,91,16500,1,6,1,0
2235848,85,200000,2,1,1,2
123704,105,29580,1,4,1,1
408369,165,28000,4,1,1,2
1089134,183,47400,3,1,2,1
1099727,27,49000,3,3,1,1
660035,34,26640,1,4,1,1
728563,25,12290,2,1,1,1
2837449,188,0,1,0,1,0
1266922,129,45000,1,6,0,0
115428,42,25000,1,4,1,1
984375,42,55000,2,5,1,2
119329,79,21720,1,6,0,1
382927,85,28810,3,1,1,2
2345578,40,152500,3,7,0,3
30783,41,7100,1,4,0,0
2051378,42,325020,1,4,2,1
933752,101,35000,2,1,1,1
2049934,29,177000,1,6,1,1
2409516,46,264500,3,1,2,2
2285395,128,141000,3,7,2,1
117068,55,24500,1,6,1,1
1748721,81,74000,3,3,2,2
458435,157,1900,7,1,2,1
1598016,46,81200,2,5,1,2
575910,43,6200,1,6,0,0
125395,110,6000,1,4,1,1
2762640,29,0,1,0,0,0
2347056,84,123700,3,5,0,3
1489088,167,90300,2,1,3,1
581341,74,26600,1,6,0,0
986144,75,53800,2,5,0,2
1604001,96,95000,2,5,0,2
2410615,90,118000,3,1,1,2
474583,181,20250,4,1,3,2
985567,65,31800,2,1,2,2
2239238,103,116000,2,1,2,2
2055256,101,145450,1,4,0,1
1407614,102,72000,1,6,1,0
1348024,187,51500,2,3,1,1
585049,91,13000,1,6,2,0
2551946,138,119800,6,1,2,2
2741083,28,115440,3,5,1,3
1444935,17,90000,1,4,1,1
440961,162,5000,4,3,1,1
2764291,74,0,1,0,1,0
2223264,10,209600,2,5,1,2
2355595,164,105000,3,2,2,1
2411097,173,105000,3,1,1,2
1993546,38,99000,2,1,1,2
984469,44,59200,2,7,1,2
36957,151,4790,1,6,1,0
2446419,140,131750,5,3,3,3
949144,114,56920,2,1,1,2
585555,99,6000,1,6,1,0
457500,116,8400,7,1,2,1
2228771,43,167030,2,7,1,2
934077,125,35000,2,5,2,1
486243,155,21110,4,1,2,2
2106516,71,105800,2,1,1,2
2761883,17,0,1,0,0,0
986648,81,47000,2,5,0,2
1235836,175,39900,4,1,1,2
2099743,77,109000,2,7,1,1
933401,85,47900,2,1,0,1
2821485,8,0,1,0,0,1
1274,166,200,1,4,0,0
328987,145,3700,3,3,0,0
2054596,90,266000,1,4,0,1
1513012,189,79680,2,7,2,1
2718035,30,117000,2,1,0,1
1289608,74,53700,1,4,1,0
1407813,175,90400,1,4,0,0
2230176,47,140300,2,5,0,2
29291,16,9000,1,4,0,0
718823,132,21300,2,3,2,1
987338,86,49990,2,5,1,2
1446698,33,70570,1,6,0,1
119413,79,9600,1,6,0,1
2107917,114,112180,2,5,0,2
508794,183,25000,1,4,1,0
1454098,100,90000,1,4,0,1
822074,6,48130,1,4,0,1
2507906,88,142200,6,3,2,6
578210,51,17400,1,6,1,0
506603,136,11400,1,6,1,0
1511809,59,65300,2,2,1,1
1119837,9,39400,3,3,1,2
827359,38,33000,1,6,1,1
1452086,83,71100,1,4,1,1
1347153,132,36600,2,3,2,1
1100613,162,54300,3,1,2,1
576574,45,8300,1,6,0,0
587494,109,15300,1,4,1,0
1909086,183,68900,5,2,3,3
2765222,89,0,1,0,0,0
2052341,47,105100,1,6,0,1
33015,86,15000,1,4,1,0
1452638,87,74000,1,6,0,1
1290549,102,46400,1,6,1,0
2848963,87,0,1,0,0,0
