person_id,expression,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1888695,@skims['DISTANCE'].clip(1),1.18,1.08,1.06,1.0,1.0,1.05,1.0,1.0,1.05,1.0,1.0,1.0,1.0,1.0,1.17,1.0,1.11,1.0,1.0,1.0,1.0,1.42,1.9,1.38,1.22
1888695,"@(skims['DISTANCE']-1).clip(0,1)",0.17999999999999994,0.08000000000000007,0.06000000000000005,0.0,0.0,0.050000000000000044,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.16999999999999993,0.0,0.1100000000000001,0.0,0.0,0.0,0.0,0.41999999999999993,0.8999999999999999,0.3799999999999999,0.21999999999999997
1888695,"@(skims['DISTANCE']-2).clip(0,3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888695,"@(skims['DISTANCE']-5).clip(0,10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888695,@(skims['DISTANCE']-15.0).clip(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888695,mode_choice_logsums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888695,@df[segment].apply(np.log1p),1.9459101490553132,2.995732273553991,3.58351893845611,2.3978952727983707,4.23410650459726,5.37989735354046,5.991464547107982,6.675823221634848,6.807934943699926,5.53338948872752,6.0112671744041615,1.3862943611198906,1.3862943611198906,1.0986122886681098,2.772588722239781,4.127134385045092,5.288267030694535,4.007333185232471,5.424950017481403,5.293304824724492,5.4638318050256105,3.6635616461296463,2.772588722239781,3.8501476017100584,5.993961427306569
1888695,@df[segment]==0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1888696,@skims['DISTANCE'].clip(1),1.18,1.08,1.06,1.0,1.0,1.05,1.0,1.0,1.05,1.0,1.0,1.0,1.0,1.0,1.17,1.0,1.11,1.0,1.0,1.0,1.0,1.42,1.9,1.38,1.22
1888696,"@(skims['DISTANCE']-1).clip(0,1)",0.17999999999999994,0.08000000000000007,0.06000000000000005,0.0,0.0,0.050000000000000044,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.16999999999999993,0.0,0.1100000000000001,0.0,0.0,0.0,0.0,0.41999999999999993,0.8999999999999999,0.3799999999999999,0.21999999999999997
1888696,"@(skims['DISTANCE']-2).clip(0,3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,"@(skims['DISTANCE']-5).clip(0,10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,@(skims['DISTANCE']-15.0).clip(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,mode_choice_logsums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888696,@df[segment].apply(np.log1p),1.9459101490553132,2.995732273553991,3.58351893845611,2.3978952727983707,4.23410650459726,5.37989735354046,5.991464547107982,6.675823221634848,6.807934943699926,5.53338948872752,6.0112671744041615,1.3862943611198906,1.3862943611198906,1.0986122886681098,2.772588722239781,4.127134385045092,5.288267030694535,4.007333185232471,5.424950017481403,5.293304824724492,5.4638318050256105,3.6635616461296463,2.772588722239781,3.8501476017100584,5.993961427306569
1888696,@df[segment]==0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
