person_id,expression,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1888696,"@(skims['DISTANCE']-1).clip(0,1)",0.17999999999999994,0.08000000000000007,0.06000000000000005,0.0,0.0,0.050000000000000044,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.16999999999999993,0.0,0.1100000000000001,0.0,0.0,0.0,0.0,0.41999999999999993,0.8999999999999999,0.3799999999999999,0.21999999999999997
1888696,"@(skims['DISTANCE']-2).clip(0,3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,"@(skims['DISTANCE']-5).clip(0,10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,@(skims['DISTANCE']-15.0).clip(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,@(df.income_segment>=3)*skims['DISTANCE'].clip(upper=5),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,@(df.income_segment>=3)*(skims['DISTANCE']-5).clip(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,"@(df.income_segment==1)*df['work, low'].apply(np.log1p)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,"@(df.income_segment==2)*df['work, med'].apply(np.log1p)",7.9539374870151045,8.40534568062847,5.879940632222651,8.14068777407934,8.000587897488131,6.4349990648481565,7.2122907811779084,6.491249951307815,7.785552553188621,7.319649012460762,7.475186163627182,7.524683722829842,7.725800126083874,8.057147813784379,7.367257081578851,8.813387630653164,8.206651824818374,7.547720013409488,7.943129533845659,7.647625250071302,7.816736158868485,8.054774801368314,7.27668156777597,7.623967406740126,5.536771116352978
1888696,"@(df.income_segment==3)*df['work, high'].apply(np.log1p)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,"@(df.income_segment==4)*df['work, veryhigh'].apply(np.log1p)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888696,"@(df.income_segment==1)&(df['work, low']==0)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1888696,"@(df.income_segment==2)&(df['work, med']==0)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1888696,"@(df.income_segment==3)&(df['work, high']==0)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1888696,"@(df.income_segment==4)&(df['work, veryhigh']==0)",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1888696,mode_choice_logsums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
